Date,GHI
2020-10-17 00:00:00,2.839691667
2020-10-18 00:00:00,2.898758333
2020-10-19 00:00:00,4.856016667
2020-10-20 00:00:00,4.438566667
2020-10-21 00:00:00,3.001575
2020-10-22 00:00:00,5.948458333
2020-10-23 00:00:00,5.029258333
2020-10-24 00:00:00,5.099741667
2020-10-25 00:00:00,2.715316667
2020-10-26 00:00:00,5.14175
2020-10-27 00:00:00,3.935491667
2020-10-28 00:00:00,2.206325
2020-10-29 00:00:00,3.794083333
2020-10-30 00:00:00,4.33635
2020-10-31 00:00:00,3.985316667
2020-11-01 00:00:00,4.631875
2020-11-02 00:00:00,3.199641667
2020-11-03 00:00:00,5.397516667
2020-11-04 00:00:00,3.881266667
2020-11-05 00:00:00,5.158883333
2020-11-06 00:00:00,2.401275
2020-11-07 00:00:00,4.188108333
2020-11-08 00:00:00,4.948775
2020-11-09 00:00:00,3.40385
2020-11-10 00:00:00,3.473483333
2020-11-11 00:00:00,3.210316667
2020-11-12 00:00:00,4.436241667
2020-11-13 00:00:00,4.856416667
2020-11-14 00:00:00,5.4906
2020-11-15 00:00:00,4.450458333
2020-11-16 00:00:00,4.598091667
2020-11-17 00:00:00,5.437575
2020-11-18 00:00:00,3.887516667
2020-11-19 00:00:00,3.99265
2020-11-20 00:00:00,4.206191667
2020-11-21 00:00:00,3.515766667
2020-11-22 00:00:00,4.502883333
2020-11-23 00:00:00,3.430041667
2020-11-24 00:00:00,4.42425
2020-11-25 00:00:00,4.824158333
2020-11-26 00:00:00,4.384575
2020-11-27 00:00:00,4.1413
2020-11-28 00:00:00,4.05465
2020-11-29 00:00:00,2.462508333
2020-11-30 00:00:00,3.986191667
2020-12-01 00:00:00,3.422875
2020-12-02 00:00:00,4.100191667
2020-12-03 00:00:00,5.60325
2020-12-04 00:00:00,5.626008333
2020-12-05 00:00:00,5.074833333
2020-12-06 00:00:00,5.420141667
2020-12-07 00:00:00,3.066733333
2020-12-08 00:00:00,4.480466667
2020-12-09 00:00:00,3.3859
2020-12-10 00:00:00,3.428716667
2020-12-11 00:00:00,2.8102
2020-12-12 00:00:00,3.284166667
2020-12-13 00:00:00,2.810166667
2020-12-14 00:00:00,4.296166667
2020-12-15 00:00:00,4.15135
2020-12-16 00:00:00,4.663783333
2020-12-17 00:00:00,4.445075
2020-12-18 00:00:00,3.599541667
2020-12-19 00:00:00,3.687291667
2020-12-20 00:00:00,3.353266667
2020-12-21 00:00:00,4.921075
2020-12-22 00:00:00,2.876825
2020-12-23 00:00:00,3.4587
2020-12-24 00:00:00,4.203441667
2020-12-25 00:00:00,4.012741667
2020-12-26 00:00:00,4.949166667
2020-12-27 00:00:00,4.482958333
2020-12-28 00:00:00,4.528641667
2020-12-29 00:00:00,4.800583333
2020-12-30 00:00:00,2.427341667
2020-12-31 00:00:00,3.629525
2021-01-01 00:00:00,2.786683333
2021-01-02 00:00:00,3.874108333
2021-01-03 00:00:00,4.827366667
2021-01-04 00:00:00,4.065383333
2021-01-05 00:00:00,4.0429
2021-01-06 00:00:00,3.949783333
2021-01-07 00:00:00,4.947341667
2021-01-08 00:00:00,5.051108333
2021-01-09 00:00:00,5.2389
2021-01-10 00:00:00,4.8213
2021-01-11 00:00:00,4.975141667
2021-01-12 00:00:00,4.866616667
2021-01-13 00:00:00,5.033091667
2021-01-14 00:00:00,4.440375
2021-01-15 00:00:00,4.514583333
2021-01-16 00:00:00,4.349475
2021-01-17 00:00:00,4.833258333
2021-01-18 00:00:00,5.544341667
2021-01-19 00:00:00,3.88405
2021-01-20 00:00:00,3.496041667
2021-01-21 00:00:00,3.969733333
2021-01-22 00:00:00,3.324808333
2021-01-23 00:00:00,3.377008333
2021-01-24 00:00:00,3.681925
2021-01-25 00:00:00,4.29905
2021-01-26 00:00:00,4.239008333
2021-01-27 00:00:00,4.010408333
2021-01-28 00:00:00,4.213233333
2021-01-29 00:00:00,5.424616667
2021-01-30 00:00:00,4.741075
2021-01-31 00:00:00,4.604041667
2021-02-01 00:00:00,4.621641667
2021-02-02 00:00:00,5.495841667
2021-02-03 00:00:00,5.2928
2021-02-04 00:00:00,4.473416667
2021-02-05 00:00:00,4.504841667
2021-02-06 00:00:00,4.159225
2021-02-07 00:00:00,3.478141667
2021-02-08 00:00:00,3.205775
2021-02-09 00:00:00,5.045083333
2021-02-10 00:00:00,4.277683333
2021-02-11 00:00:00,2.390758333
2021-02-12 00:00:00,4.068308333
2021-02-13 00:00:00,5.202675
2021-02-14 00:00:00,4.364241667
2021-02-15 00:00:00,4.697391667
2021-02-16 00:00:00,5.241525
2021-02-17 00:00:00,5.940891667
2021-02-18 00:00:00,5.53465
2021-02-19 00:00:00,5.472708333
2021-02-20 00:00:00,6.008566667
2021-02-21 00:00:00,5.999541667
2021-02-22 00:00:00,5.196675
2021-02-23 00:00:00,5.446766667
2021-02-24 00:00:00,4.6578
2021-02-25 00:00:00,5.31395
2021-02-26 00:00:00,4.556158333
2021-02-27 00:00:00,3.493283333
2021-02-28 00:00:00,4.582141667
2021-03-01 00:00:00,5.4687
2021-03-02 00:00:00,4.935983333
2021-03-03 00:00:00,4.19625
2021-03-04 00:00:00,5.165466667
2021-03-05 00:00:00,6.486008333
2021-03-06 00:00:00,5.915858333
2021-03-07 00:00:00,5.639083333
2021-03-08 00:00:00,5.1473
2021-03-09 00:00:00,4.57085
2021-03-10 00:00:00,4.772283333
2021-03-11 00:00:00,5.075016667
2021-03-12 00:00:00,5.343283333
2021-03-13 00:00:00,5.711466667
2021-03-14 00:00:00,6.122858333
2021-03-15 00:00:00,5.025025
2021-03-16 00:00:00,4.547383333
2021-03-17 00:00:00,5.219116667
2021-03-18 00:00:00,4.648075
2021-03-19 00:00:00,4.957
2021-03-20 00:00:00,3.220425
2021-03-21 00:00:00,4.30625
2021-03-22 00:00:00,6.015591667
2021-03-23 00:00:00,6.209658333
2021-03-24 00:00:00,5.930958333
2021-03-25 00:00:00,5.7442083329999996
2021-03-26 00:00:00,6.382258333
2021-03-27 00:00:00,5.880091667
2021-03-28 00:00:00,6.058016667
2021-03-29 00:00:00,5.221883333
2021-03-30 00:00:00,4.50345
2021-03-31 00:00:00,5.7723
2021-04-01 00:00:00,5.695466667
2021-04-02 00:00:00,5.393075
2021-04-03 00:00:00,5.281491667
2021-04-04 00:00:00,4.4688
2021-04-05 00:00:00,5.544483333
2021-04-20 00:00:00,5.541141667
2021-04-21 00:00:00,3.62395
2021-04-22 00:00:00,3.492116667
2021-04-23 00:00:00,2.394136241
2021-04-24 00:00:00,3.798924019
2021-04-25 00:00:00,2.735408262
2021-04-26 00:00:00,3.089371597
2021-04-27 00:00:00,3.055165786
2021-04-28 00:00:00,3.627878567
2021-04-29 00:00:00,4.539083967
2021-04-30 00:00:00,2.591562824
2021-05-01 00:00:00,5.292419368
2021-05-02 00:00:00,4.431024888
2021-05-03 00:00:00,5.883403687
2021-05-04 00:00:00,4.570410435
2021-05-05 00:00:00,2.253509217
2021-05-06 00:00:00,4.692892997
2021-05-07 00:00:00,3.644346039
2021-05-08 00:00:00,2.227714066
2021-05-09 00:00:00,5.552725485
2021-05-10 00:00:00,4.773650032
2021-05-11 00:00:00,4.13724155
2021-05-12 00:00:00,5.692629246
2021-05-13 00:00:00,4.949871427
2021-05-14 00:00:00,2.755736898
2021-05-15 00:00:00,4.155358975
2021-05-16 00:00:00,5.604047307
2021-05-17 00:00:00,5.142796085
2021-05-18 00:00:00,2.293150014
2021-05-19 00:00:00,3.053645955
2021-05-20 00:00:00,4.029908446
2021-05-21 00:00:00,3.486734001
2021-05-22 00:00:00,2.402452251
2021-05-23 00:00:00,5.544250301
2021-05-24 00:00:00,4.281675428
